location,continent,year,bloom_doy
Japan/Kyoto,Asia,1979,99
Japan/Kyoto,Asia,1980,99
Japan/Kyoto,Asia,1981,98
Japan/Kyoto,Asia,1982,90
Japan/Kyoto,Asia,1983,99
Japan/Kyoto,Asia,1984,105
Japan/Kyoto,Asia,1985,98
Japan/Kyoto,Asia,1986,98
Japan/Kyoto,Asia,1987,96
Japan/Kyoto,Asia,1988,102
Japan/Kyoto,Asia,1989,92
Japan/Kyoto,Asia,1990,88
Japan/Kyoto,Asia,1991,96
Japan/Kyoto,Asia,1992,94
Japan/Kyoto,Asia,1993,96
Japan/Kyoto,Asia,1994,96
Japan/Kyoto,Asia,1995,96
Japan/Kyoto,Asia,1996,100
Japan/Kyoto,Asia,1997,94
Japan/Kyoto,Asia,1998,91
Japan/Kyoto,Asia,1999,92
Japan/Kyoto,Asia,2000,101
Japan/Kyoto,Asia,2001,93
Japan/Kyoto,Asia,2002,87
Japan/Kyoto,Asia,2003,94
Japan/Kyoto,Asia,2004,94
Japan/Kyoto,Asia,2005,98
Japan/Kyoto,Asia,2006,96
Japan/Kyoto,Asia,2007,93
Japan/Kyoto,Asia,2008,92
Japan/Kyoto,Asia,2009,95
Japan/Kyoto,Asia,2010,91
Japan/Kyoto,Asia,2011,97
Japan/Kyoto,Asia,2012,100
Japan/Kyoto,Asia,2013,89
Japan/Kyoto,Asia,2014,92
Japan/Kyoto,Asia,2015,91
Japan/Kyoto,Asia,2016,93
Japan/Kyoto,Asia,2017,97
Japan/Kyoto,Asia,2018,87
Japan/Kyoto,Asia,2019,96
Japan/Kyoto,Asia,2020,90
Japan/Kyoto,Asia,2021,85
Japan/Hikone,Asia,1953,102
Japan/Hikone,Asia,1954,97
Japan/Hikone,Asia,1955,98
Japan/Hikone,Asia,1956,103
Japan/Hikone,Asia,1957,106
Japan/Hikone,Asia,1958,100
Japan/Hikone,Asia,1959,95
Japan/Hikone,Asia,1960,101
Japan/Hikone,Asia,1961,102
Japan/Hikone,Asia,1962,103
Japan/Hikone,Asia,1963,102
Japan/Hikone,Asia,1964,104
Japan/Hikone,Asia,1965,114
Japan/Hikone,Asia,1966,103
Japan/Hikone,Asia,1967,102
Japan/Hikone,Asia,1968,104
Japan/Hikone,Asia,1969,104
Japan/Hikone,Asia,1970,108
Japan/Hikone,Asia,1971,100
Japan/Hikone,Asia,1972,99
Japan/Hikone,Asia,1973,98
Japan/Hikone,Asia,1974,102
Japan/Hikone,Asia,1975,101
Japan/Hikone,Asia,1976,101
Japan/Hikone,Asia,1977,100
Japan/Hikone,Asia,1978,104
Japan/Hikone,Asia,1979,99
Japan/Hikone,Asia,1980,103
Japan/Hikone,Asia,1981,101
Japan/Hikone,Asia,1982,95
Japan/Hikone,Asia,1983,101
Japan/Hikone,Asia,1984,110
Japan/Hikone,Asia,1985,101
Japan/Hikone,Asia,1986,104
Japan/Hikone,Asia,1987,99
Japan/Hikone,Asia,1988,105
Japan/Hikone,Asia,1989,94
Japan/Hikone,Asia,1990,92
Japan/Hikone,Asia,1991,99
Japan/Hikone,Asia,1992,97
Japan/Hikone,Asia,1993,101
Japan/Hikone,Asia,1994,101
Japan/Hikone,Asia,1995,100
Japan/Hikone,Asia,1996,108
Japan/Hikone,Asia,1997,96
Japan/Hikone,Asia,1998,95
Japan/Hikone,Asia,1999,98
Japan/Hikone,Asia,2000,105
Japan/Hikone,Asia,2001,98
Japan/Hikone,Asia,2002,92
Japan/Hikone,Asia,2003,96
Japan/Hikone,Asia,2004,93
Japan/Hikone,Asia,2005,100
Japan/Hikone,Asia,2006,102
Japan/Hikone,Asia,2007,101
Japan/Hikone,Asia,2008,97
Japan/Hikone,Asia,2009,98
Japan/Hikone,Asia,2010,97
Japan/Hikone,Asia,2011,101
Japan/Hikone,Asia,2012,103
Japan/Hikone,Asia,2013,95
Japan/Hikone,Asia,2014,99
Japan/Hikone,Asia,2015,94
Japan/Hikone,Asia,2016,96
Japan/Hikone,Asia,2017,99
Japan/Hikone,Asia,2018,91
Japan/Hikone,Asia,2019,98
Japan/Hikone,Asia,2020,94
Japan/Hikone,Asia,2021,89
Japan/Shimonoseki,Asia,1953,100
Japan/Shimonoseki,Asia,1954,96
Japan/Shimonoseki,Asia,1955,95
Japan/Shimonoseki,Asia,1956,100
Japan/Shimonoseki,Asia,1957,101
Japan/Shimonoseki,Asia,1958,98
Japan/Shimonoseki,Asia,1959,95
Japan/Shimonoseki,Asia,1960,97
Japan/Shimonoseki,Asia,1961,96
Japan/Shimonoseki,Asia,1962,100
Japan/Shimonoseki,Asia,1963,101
Japan/Shimonoseki,Asia,1964,98
Japan/Shimonoseki,Asia,1965,101
Japan/Shimonoseki,Asia,1966,96
Japan/Shimonoseki,Asia,1967,96
Japan/Shimonoseki,Asia,1968,98
Japan/Shimonoseki,Asia,1969,102
Japan/Shimonoseki,Asia,1970,103
Japan/Shimonoseki,Asia,1971,98
Japan/Shimonoseki,Asia,1972,102
Japan/Shimonoseki,Asia,1973,92
Japan/Shimonoseki,Asia,1974,95
Japan/Shimonoseki,Asia,1975,95
Japan/Shimonoseki,Asia,1976,99
Japan/Shimonoseki,Asia,1977,91
Japan/Shimonoseki,Asia,1978,97
Japan/Shimonoseki,Asia,1979,99
Japan/Shimonoseki,Asia,1980,99
Japan/Shimonoseki,Asia,1981,96
Japan/Shimonoseki,Asia,1982,92
Japan/Shimonoseki,Asia,1983,99
Japan/Shimonoseki,Asia,1984,103
Japan/Shimonoseki,Asia,1985,99
Japan/Shimonoseki,Asia,1986,99
Japan/Shimonoseki,Asia,1987,98
Japan/Shimonoseki,Asia,1988,104
Japan/Shimonoseki,Asia,1989,92
Japan/Shimonoseki,Asia,1990,90
Japan/Shimonoseki,Asia,1991,102
Japan/Shimonoseki,Asia,1992,95
Japan/Shimonoseki,Asia,1993,99
Japan/Shimonoseki,Asia,1994,95
Japan/Shimonoseki,Asia,1995,100
Japan/Shimonoseki,Asia,1996,98
Japan/Shimonoseki,Asia,1997,91
Japan/Shimonoseki,Asia,1998,95
Japan/Shimonoseki,Asia,1999,96
Japan/Shimonoseki,Asia,2000,96
Japan/Shimonoseki,Asia,2001,94
Japan/Shimonoseki,Asia,2002,87
Japan/Shimonoseki,Asia,2003,91
Japan/Shimonoseki,Asia,2004,93
Japan/Shimonoseki,Asia,2005,98
Japan/Shimonoseki,Asia,2006,97
Japan/Shimonoseki,Asia,2007,92
Japan/Shimonoseki,Asia,2008,95
Japan/Shimonoseki,Asia,2009,91
Japan/Shimonoseki,Asia,2010,91
Japan/Shimonoseki,Asia,2011,97
Japan/Shimonoseki,Asia,2012,97
Japan/Shimonoseki,Asia,2013,87
Japan/Shimonoseki,Asia,2014,89
Japan/Shimonoseki,Asia,2015,91
Japan/Shimonoseki,Asia,2016,94
Japan/Shimonoseki,Asia,2017,97
Japan/Shimonoseki,Asia,2018,88
Japan/Shimonoseki,Asia,2019,95
Japan/Shimonoseki,Asia,2020,96
Japan/Shimonoseki,Asia,2021,85
Japan/Hiroshima,Asia,1953,101
Japan/Hiroshima,Asia,1954,96
Japan/Hiroshima,Asia,1955,96
Japan/Hiroshima,Asia,1956,102
Japan/Hiroshima,Asia,1957,101
Japan/Hiroshima,Asia,1958,97
Japan/Hiroshima,Asia,1959,93
Japan/Hiroshima,Asia,1960,99
Japan/Hiroshima,Asia,1961,96
Japan/Hiroshima,Asia,1962,102
Japan/Hiroshima,Asia,1963,98
Japan/Hiroshima,Asia,1964,97
Japan/Hiroshima,Asia,1965,107
Japan/Hiroshima,Asia,1966,97
Japan/Hiroshima,Asia,1967,98
Japan/Hiroshima,Asia,1968,98
Japan/Hiroshima,Asia,1969,103
Japan/Hiroshima,Asia,1970,104
Japan/Hiroshima,Asia,1971,97
Japan/Hiroshima,Asia,1972,98
Japan/Hiroshima,Asia,1973,93
Japan/Hiroshima,Asia,1974,97
Japan/Hiroshima,Asia,1975,98
Japan/Hiroshima,Asia,1976,95
Japan/Hiroshima,Asia,1977,92
Japan/Hiroshima,Asia,1978,100
Japan/Hiroshima,Asia,1979,97
Japan/Hiroshima,Asia,1980,97
Japan/Hiroshima,Asia,1981,95
Japan/Hiroshima,Asia,1982,91
Japan/Hiroshima,Asia,1983,98
Japan/Hiroshima,Asia,1984,105
Japan/Hiroshima,Asia,1985,98
Japan/Hiroshima,Asia,1986,98
Japan/Hiroshima,Asia,1987,95
Japan/Hiroshima,Asia,1988,101
Japan/Hiroshima,Asia,1989,91
Japan/Hiroshima,Asia,1990,90
Japan/Hiroshima,Asia,1991,97
Japan/Hiroshima,Asia,1992,94
Japan/Hiroshima,Asia,1993,94
Japan/Hiroshima,Asia,1994,94
Japan/Hiroshima,Asia,1995,98
Japan/Hiroshima,Asia,1996,99
Japan/Hiroshima,Asia,1997,91
Japan/Hiroshima,Asia,1998,88
Japan/Hiroshima,Asia,1999,94
Japan/Hiroshima,Asia,2000,95
Japan/Hiroshima,Asia,2001,91
Japan/Hiroshima,Asia,2002,86
Japan/Hiroshima,Asia,2003,91
Japan/Hiroshima,Asia,2004,91
Japan/Hiroshima,Asia,2005,99
Japan/Hiroshima,Asia,2006,96
Japan/Hiroshima,Asia,2007,92
Japan/Hiroshima,Asia,2008,93
Japan/Hiroshima,Asia,2009,95
Japan/Hiroshima,Asia,2010,92
Japan/Hiroshima,Asia,2011,100
Japan/Hiroshima,Asia,2012,100
Japan/Hiroshima,Asia,2013,88
Japan/Hiroshima,Asia,2014,89
Japan/Hiroshima,Asia,2015,89
Japan/Hiroshima,Asia,2016,93
Japan/Hiroshima,Asia,2017,97
Japan/Hiroshima,Asia,2018,87
Japan/Hiroshima,Asia,2019,93
Japan/Hiroshima,Asia,2020,94
Japan/Hiroshima,Asia,2021,84
Japan/Okayama,Asia,1953,99
Japan/Okayama,Asia,1954,93
Japan/Okayama,Asia,1955,93
Japan/Okayama,Asia,1956,100
Japan/Okayama,Asia,1957,100
Japan/Okayama,Asia,1958,97
Japan/Okayama,Asia,1959,92
Japan/Okayama,Asia,1960,97
Japan/Okayama,Asia,1961,97
Japan/Okayama,Asia,1962,101
Japan/Okayama,Asia,1963,101
Japan/Okayama,Asia,1964,97
Japan/Okayama,Asia,1965,105
Japan/Okayama,Asia,1966,93
Japan/Okayama,Asia,1967,97
Japan/Okayama,Asia,1968,100
Japan/Okayama,Asia,1969,102
Japan/Okayama,Asia,1970,104
Japan/Okayama,Asia,1971,98
Japan/Okayama,Asia,1972,98
Japan/Okayama,Asia,1973,96
Japan/Okayama,Asia,1974,101
Japan/Okayama,Asia,1975,100
Japan/Okayama,Asia,1976,98
Japan/Okayama,Asia,1977,95
Japan/Okayama,Asia,1978,100
Japan/Okayama,Asia,1979,95
Japan/Okayama,Asia,1980,100
Japan/Okayama,Asia,1981,98
Japan/Okayama,Asia,1982,92
Japan/Okayama,Asia,1983,98
Japan/Okayama,Asia,1984,106
Japan/Okayama,Asia,1985,99
Japan/Okayama,Asia,1986,100
Japan/Okayama,Asia,1987,95
Japan/Okayama,Asia,1988,104
Japan/Okayama,Asia,1989,92
Japan/Okayama,Asia,1990,89
Japan/Okayama,Asia,1991,97
Japan/Okayama,Asia,1992,96
Japan/Okayama,Asia,1993,98
Japan/Okayama,Asia,1994,96
Japan/Okayama,Asia,1995,98
Japan/Okayama,Asia,1996,101
Japan/Okayama,Asia,1997,94
Japan/Okayama,Asia,1998,91
Japan/Okayama,Asia,1999,93
Japan/Okayama,Asia,2000,99
Japan/Okayama,Asia,2001,96
Japan/Okayama,Asia,2002,88
Japan/Okayama,Asia,2003,95
Japan/Okayama,Asia,2004,93
Japan/Okayama,Asia,2005,99
Japan/Okayama,Asia,2006,97
Japan/Okayama,Asia,2007,94
Japan/Okayama,Asia,2008,95
Japan/Okayama,Asia,2009,95
Japan/Okayama,Asia,2010,93
Japan/Okayama,Asia,2011,97
Japan/Okayama,Asia,2012,100
Japan/Okayama,Asia,2013,90
Japan/Okayama,Asia,2014,92
Japan/Okayama,Asia,2015,92
Japan/Okayama,Asia,2016,92
Japan/Okayama,Asia,2017,97
Japan/Okayama,Asia,2018,87
Japan/Okayama,Asia,2019,95
Japan/Okayama,Asia,2020,91
Japan/Okayama,Asia,2021,88
Japan/Kobe,Asia,1953,99
Japan/Kobe,Asia,1954,94
Japan/Kobe,Asia,1955,97
Japan/Kobe,Asia,1956,98
Japan/Kobe,Asia,1957,101
Japan/Kobe,Asia,1958,97
Japan/Kobe,Asia,1959,90
Japan/Kobe,Asia,1960,98
Japan/Kobe,Asia,1961,95
Japan/Kobe,Asia,1962,100
Japan/Kobe,Asia,1963,104
Japan/Kobe,Asia,1964,100
Japan/Kobe,Asia,1965,104
Japan/Kobe,Asia,1966,93
Japan/Kobe,Asia,1967,93
Japan/Kobe,Asia,1968,95
Japan/Kobe,Asia,1969,102
Japan/Kobe,Asia,1970,103
Japan/Kobe,Asia,1971,93
Japan/Kobe,Asia,1972,96
Japan/Kobe,Asia,1973,94
Japan/Kobe,Asia,1974,97
Japan/Kobe,Asia,1975,97
Japan/Kobe,Asia,1976,97
Japan/Kobe,Asia,1977,90
Japan/Kobe,Asia,1978,100
Japan/Kobe,Asia,1979,97
Japan/Kobe,Asia,1980,99
Japan/Kobe,Asia,1981,96
Japan/Kobe,Asia,1982,90
Japan/Kobe,Asia,1983,98
Japan/Kobe,Asia,1984,105
Japan/Kobe,Asia,1985,97
Japan/Kobe,Asia,1986,99
Japan/Kobe,Asia,1987,95
Japan/Kobe,Asia,1988,102
Japan/Kobe,Asia,1989,91
Japan/Kobe,Asia,1990,87
Japan/Kobe,Asia,1991,96
Japan/Kobe,Asia,1992,94
Japan/Kobe,Asia,1993,100
Japan/Kobe,Asia,1994,96
Japan/Kobe,Asia,1995,100
Japan/Kobe,Asia,1996,99
Japan/Kobe,Asia,1997,92
Japan/Kobe,Asia,1998,90
Japan/Kobe,Asia,1999,92
Japan/Kobe,Asia,2000,99
Japan/Kobe,Asia,2001,92
Japan/Kobe,Asia,2002,89
Japan/Kobe,Asia,2003,92
Japan/Kobe,Asia,2004,97
Japan/Kobe,Asia,2005,99
Japan/Kobe,Asia,2006,98
Japan/Kobe,Asia,2007,98
Japan/Kobe,Asia,2008,94
Japan/Kobe,Asia,2009,96
Japan/Kobe,Asia,2010,94
Japan/Kobe,Asia,2011,100
Japan/Kobe,Asia,2012,100
Japan/Kobe,Asia,2013,90
Japan/Kobe,Asia,2014,91
Japan/Kobe,Asia,2015,92
Japan/Kobe,Asia,2016,94
Japan/Kobe,Asia,2017,100
Japan/Kobe,Asia,2018,88
Japan/Kobe,Asia,2019,96
Japan/Kobe,Asia,2020,94
Japan/Kobe,Asia,2021,89
Japan/Osaka,Asia,1957,100
Japan/Osaka,Asia,1959,93
Japan/Osaka,Asia,1960,100
Japan/Osaka,Asia,1962,99
Japan/Osaka,Asia,1965,105
Japan/Osaka,Asia,1966,95
Japan/Osaka,Asia,1967,93
Japan/Osaka,Asia,1968,95
Japan/Osaka,Asia,1969,100
Japan/Osaka,Asia,1970,104
Japan/Osaka,Asia,1971,97
Japan/Osaka,Asia,1972,96
Japan/Osaka,Asia,1973,95
Japan/Osaka,Asia,1974,98
Japan/Osaka,Asia,1975,99
Japan/Osaka,Asia,1976,98
Japan/Osaka,Asia,1977,91
Japan/Osaka,Asia,1978,100
Japan/Osaka,Asia,1979,99
Japan/Osaka,Asia,1980,100
Japan/Osaka,Asia,1981,96
Japan/Osaka,Asia,1982,90
Japan/Osaka,Asia,1983,98
Japan/Osaka,Asia,1984,107
Japan/Osaka,Asia,1985,98
Japan/Osaka,Asia,1986,99
Japan/Osaka,Asia,1987,97
Japan/Osaka,Asia,1988,102
Japan/Osaka,Asia,1989,91
Japan/Osaka,Asia,1990,89
Japan/Osaka,Asia,1991,96
Japan/Osaka,Asia,1992,93
Japan/Osaka,Asia,1993,97
Japan/Osaka,Asia,1994,96
Japan/Osaka,Asia,1995,97
Japan/Osaka,Asia,1996,100
Japan/Osaka,Asia,1997,94
Japan/Osaka,Asia,1998,93
Japan/Osaka,Asia,1999,88
Japan/Osaka,Asia,2000,99
Japan/Osaka,Asia,2001,94
Japan/Osaka,Asia,2002,87
Japan/Osaka,Asia,2003,92
Japan/Osaka,Asia,2004,93
Japan/Osaka,Asia,2005,98
Japan/Osaka,Asia,2006,94
Japan/Osaka,Asia,2007,93
Japan/Osaka,Asia,2008,93
Japan/Osaka,Asia,2009,96
Japan/Osaka,Asia,2010,94
Japan/Osaka,Asia,2011,97
Japan/Osaka,Asia,2012,100
Japan/Osaka,Asia,2013,88
Japan/Osaka,Asia,2014,92
Japan/Osaka,Asia,2015,91
Japan/Osaka,Asia,2016,92
Japan/Osaka,Asia,2017,96
Japan/Osaka,Asia,2018,85
Japan/Osaka,Asia,2019,94
Japan/Osaka,Asia,2020,94
Japan/Osaka,Asia,2021,87
Japan/Sumoto,Asia,1953,105
Japan/Sumoto,Asia,1954,92
Japan/Sumoto,Asia,1955,97
Japan/Sumoto,Asia,1956,101
Japan/Sumoto,Asia,1957,102
Japan/Sumoto,Asia,1958,95
Japan/Sumoto,Asia,1959,93
Japan/Sumoto,Asia,1961,97
Japan/Sumoto,Asia,1962,98
Japan/Sumoto,Asia,1963,100
Japan/Sumoto,Asia,1964,97
Japan/Sumoto,Asia,1965,104
Japan/Sumoto,Asia,1966,90
Japan/Sumoto,Asia,1967,93
Japan/Sumoto,Asia,1968,97
Japan/Sumoto,Asia,1969,101
Japan/Sumoto,Asia,1970,102
Japan/Sumoto,Asia,1971,94
Japan/Sumoto,Asia,1972,96
Japan/Sumoto,Asia,1973,94
Japan/Sumoto,Asia,1974,96
Japan/Sumoto,Asia,1975,97
Japan/Sumoto,Asia,1976,96
Japan/Sumoto,Asia,1977,91
Japan/Sumoto,Asia,1978,100
Japan/Sumoto,Asia,1979,95
Japan/Sumoto,Asia,1980,99
Japan/Sumoto,Asia,1981,97
Japan/Sumoto,Asia,1982,91
Japan/Sumoto,Asia,1983,99
Japan/Sumoto,Asia,1984,106
Japan/Sumoto,Asia,1985,99
Japan/Sumoto,Asia,1986,100
Japan/Sumoto,Asia,1987,95
Japan/Sumoto,Asia,1988,104
Japan/Sumoto,Asia,1989,91
Japan/Sumoto,Asia,1990,86
Japan/Sumoto,Asia,1991,99
Japan/Sumoto,Asia,1992,94
Japan/Sumoto,Asia,1993,99
Japan/Sumoto,Asia,1994,96
Japan/Sumoto,Asia,1995,101
Japan/Sumoto,Asia,1996,101
Japan/Sumoto,Asia,1997,96
Japan/Sumoto,Asia,1998,89
Japan/Sumoto,Asia,1999,96
Japan/Sumoto,Asia,2000,100
Japan/Sumoto,Asia,2001,93
Japan/Sumoto,Asia,2002,87
Japan/Wakayama,Asia,1955,93
Japan/Wakayama,Asia,1956,94
Japan/Wakayama,Asia,1957,98
Japan/Wakayama,Asia,1958,94
Japan/Wakayama,Asia,1959,86
Japan/Wakayama,Asia,1960,95
Japan/Wakayama,Asia,1961,93
Japan/Wakayama,Asia,1962,98
Japan/Wakayama,Asia,1963,95
Japan/Wakayama,Asia,1964,96
Japan/Wakayama,Asia,1965,101
Japan/Wakayama,Asia,1966,88
Japan/Wakayama,Asia,1967,91
Japan/Wakayama,Asia,1968,93
Japan/Wakayama,Asia,1969,102
Japan/Wakayama,Asia,1970,102
Japan/Wakayama,Asia,1971,92
Japan/Wakayama,Asia,1972,93
Japan/Wakayama,Asia,1973,92
Japan/Wakayama,Asia,1974,93
Japan/Wakayama,Asia,1975,94
Japan/Wakayama,Asia,1976,93
Japan/Wakayama,Asia,1977,87
Japan/Wakayama,Asia,1978,98
Japan/Wakayama,Asia,1979,95
Japan/Wakayama,Asia,1980,97
Japan/Wakayama,Asia,1981,92
Japan/Wakayama,Asia,1982,87
Japan/Wakayama,Asia,1983,97
Japan/Wakayama,Asia,1984,102
Japan/Wakayama,Asia,1985,96
Japan/Wakayama,Asia,1986,98
Japan/Wakayama,Asia,1987,98
Japan/Wakayama,Asia,1988,103
Japan/Wakayama,Asia,1989,92
Japan/Wakayama,Asia,1990,91
Japan/Wakayama,Asia,1991,95
Japan/Wakayama,Asia,1992,94
Japan/Wakayama,Asia,1993,97
Japan/Wakayama,Asia,1994,96
Japan/Wakayama,Asia,1995,97
Japan/Wakayama,Asia,1996,99
Japan/Wakayama,Asia,1997,91
Japan/Wakayama,Asia,1998,94
Japan/Wakayama,Asia,1999,92
Japan/Wakayama,Asia,2000,97
Japan/Wakayama,Asia,2001,92
Japan/Wakayama,Asia,2002,85
Japan/Wakayama,Asia,2003,93
Japan/Wakayama,Asia,2004,92
Japan/Wakayama,Asia,2005,97
Japan/Wakayama,Asia,2006,94
Japan/Wakayama,Asia,2007,91
Japan/Wakayama,Asia,2008,93
Japan/Wakayama,Asia,2009,93
Japan/Wakayama,Asia,2010,90
Japan/Wakayama,Asia,2011,97
Japan/Wakayama,Asia,2012,95
Japan/Wakayama,Asia,2013,85
Japan/Wakayama,Asia,2014,90
Japan/Wakayama,Asia,2015,89
Japan/Wakayama,Asia,2016,91
Japan/Wakayama,Asia,2017,97
Japan/Wakayama,Asia,2018,86
Japan/Wakayama,Asia,2019,91
Japan/Wakayama,Asia,2020,91
Japan/Wakayama,Asia,2021,86
Japan/Shionomisaki,Asia,1958,97
Japan/Shionomisaki,Asia,1960,90
Japan/Shionomisaki,Asia,1962,100
Japan/Shionomisaki,Asia,1963,94
Japan/Shionomisaki,Asia,1964,100
Japan/Shionomisaki,Asia,1965,103
Japan/Shionomisaki,Asia,1966,90
Japan/Shionomisaki,Asia,1967,90
Japan/Shionomisaki,Asia,1968,93
Japan/Shionomisaki,Asia,1969,101
Japan/Shionomisaki,Asia,1970,99
Japan/Shionomisaki,Asia,1971,94
Japan/Shionomisaki,Asia,1972,96
Japan/Shionomisaki,Asia,1973,97
Japan/Shionomisaki,Asia,1974,95
Japan/Shionomisaki,Asia,1975,95
Japan/Shionomisaki,Asia,1976,93
Japan/Shionomisaki,Asia,1977,85
Japan/Shionomisaki,Asia,1978,102
Japan/Shionomisaki,Asia,1979,98
Japan/Shionomisaki,Asia,1980,98
Japan/Shionomisaki,Asia,1981,91
Japan/Shionomisaki,Asia,1982,92
Japan/Shionomisaki,Asia,1983,97
Japan/Shionomisaki,Asia,1984,100
Japan/Shionomisaki,Asia,1985,95
Japan/Shionomisaki,Asia,1986,97
Japan/Shionomisaki,Asia,1987,97
Japan/Shionomisaki,Asia,1988,102
Japan/Shionomisaki,Asia,1989,89
Japan/Shionomisaki,Asia,1990,92
Japan/Shionomisaki,Asia,1991,94
Japan/Shionomisaki,Asia,1992,96
Japan/Shionomisaki,Asia,1993,104
Japan/Shionomisaki,Asia,1994,99
Japan/Shionomisaki,Asia,1995,99
Japan/Shionomisaki,Asia,1996,92
Japan/Shionomisaki,Asia,1997,97
Japan/Shionomisaki,Asia,1998,93
Japan/Shionomisaki,Asia,1999,97
Japan/Shionomisaki,Asia,2000,100
Japan/Shionomisaki,Asia,2001,93
Japan/Shionomisaki,Asia,2002,89
Japan/Shionomisaki,Asia,2003,90
Japan/Shionomisaki,Asia,2004,94
Japan/Shionomisaki,Asia,2005,98
Japan/Shionomisaki,Asia,2006,88
Japan/Shionomisaki,Asia,2007,96
Japan/Shionomisaki,Asia,2008,93
Japan/Shionomisaki,Asia,2009,89
Japan/Nara,Asia,1954,94
Japan/Nara,Asia,1955,96
Japan/Nara,Asia,1956,98
Japan/Nara,Asia,1957,103
Japan/Nara,Asia,1958,98
Japan/Nara,Asia,1959,88
Japan/Nara,Asia,1960,95
Japan/Nara,Asia,1961,97
Japan/Nara,Asia,1962,99
Japan/Nara,Asia,1963,97
Japan/Nara,Asia,1964,98
Japan/Nara,Asia,1965,107
Japan/Nara,Asia,1966,98
Japan/Nara,Asia,1967,98
Japan/Nara,Asia,1968,99
Japan/Nara,Asia,1969,102
Japan/Nara,Asia,1970,107
Japan/Nara,Asia,1971,97
Japan/Nara,Asia,1972,97
Japan/Nara,Asia,1973,95
Japan/Nara,Asia,1974,98
Japan/Nara,Asia,1975,99
Japan/Nara,Asia,1976,96
Japan/Nara,Asia,1977,94
Japan/Nara,Asia,1978,101
Japan/Nara,Asia,1979,96
Japan/Nara,Asia,1980,99
Japan/Nara,Asia,1981,96
Japan/Nara,Asia,1982,91
Japan/Nara,Asia,1983,97
Japan/Nara,Asia,1984,107
Japan/Nara,Asia,1985,98
Japan/Nara,Asia,1986,100
Japan/Nara,Asia,1987,96
Japan/Nara,Asia,1988,105
Japan/Nara,Asia,1989,92
Japan/Nara,Asia,1990,87
Japan/Nara,Asia,1991,95
Japan/Nara,Asia,1992,92
Japan/Nara,Asia,1993,97
Japan/Nara,Asia,1994,96
Japan/Nara,Asia,1995,98
Japan/Nara,Asia,1996,99
Japan/Nara,Asia,1997,93
Japan/Nara,Asia,1998,90
Japan/Nara,Asia,1999,92
Japan/Nara,Asia,2000,101
Japan/Nara,Asia,2001,94
Japan/Nara,Asia,2002,85
Japan/Nara,Asia,2003,94
Japan/Nara,Asia,2004,90
Japan/Nara,Asia,2005,97
Japan/Nara,Asia,2006,95
Japan/Nara,Asia,2007,94
Japan/Nara,Asia,2008,94
Japan/Nara,Asia,2009,96
Japan/Nara,Asia,2010,92
Japan/Nara,Asia,2011,98
Japan/Nara,Asia,2012,100
Japan/Nara,Asia,2013,88
Japan/Nara,Asia,2014,91
Japan/Nara,Asia,2015,90
Japan/Nara,Asia,2016,93
Japan/Nara,Asia,2017,98
Japan/Nara,Asia,2018,88
Japan/Nara,Asia,2019,95
Japan/Nara,Asia,2020,94
Japan/Nara,Asia,2021,89
Japan/Izuhara,Asia,1953,98
Japan/Izuhara,Asia,1954,92
Japan/Izuhara,Asia,1955,94
Japan/Izuhara,Asia,1956,103
Japan/Izuhara,Asia,1957,100
Japan/Izuhara,Asia,1958,96
Japan/Izuhara,Asia,1959,89
Japan/Izuhara,Asia,1960,94
Japan/Izuhara,Asia,1961,92
Japan/Izuhara,Asia,1962,102
Japan/Izuhara,Asia,1963,96
Japan/Izuhara,Asia,1964,95
Japan/Izuhara,Asia,1965,101
Japan/Izuhara,Asia,1966,94
Japan/Izuhara,Asia,1967,93
Japan/Izuhara,Asia,1968,95
Japan/Izuhara,Asia,1969,98
Japan/Izuhara,Asia,1970,98
Japan/Izuhara,Asia,1971,92
Japan/Izuhara,Asia,1972,97
Japan/Izuhara,Asia,1973,90
Japan/Izuhara,Asia,1974,96
Japan/Izuhara,Asia,1975,95
Japan/Izuhara,Asia,1976,98
Japan/Izuhara,Asia,1977,88
Japan/Izuhara,Asia,1978,97
Japan/Izuhara,Asia,1979,98
Japan/Izuhara,Asia,1980,95
Japan/Izuhara,Asia,1981,92
Japan/Izuhara,Asia,1982,86
Japan/Izuhara,Asia,1983,97
Japan/Izuhara,Asia,1984,101
Japan/Izuhara,Asia,1985,96
Japan/Izuhara,Asia,1986,96
Japan/Izuhara,Asia,1987,88
Japan/Izuhara,Asia,1988,104
Japan/Izuhara,Asia,1989,90
Japan/Izuhara,Asia,1990,85
Japan/Izuhara,Asia,1991,99
Japan/Izuhara,Asia,1992,92
Japan/Izuhara,Asia,1993,100
Japan/Izuhara,Asia,1994,96
Japan/Izuhara,Asia,1995,100
Japan/Izuhara,Asia,1996,98
Japan/Izuhara,Asia,1997,87
Japan/Izuhara,Asia,1998,92
Japan/Izuhara,Asia,1999,93
Japan/Izuhara,Asia,2000,93
Japan/Izuhara,Asia,2001,93
Japan/Izuhara,Asia,2002,83
Japan/Izuhara,Asia,2003,89
Japan/Izuhara,Asia,2004,93
Japan/Izuhara,Asia,2005,97
Japan/Izuhara,Asia,2006,89
Japan/Izuhara,Asia,2007,92
Japan/Izuhara,Asia,2008,93
Japan/Izuhara,Asia,2009,85
Japan/Fukuoka,Asia,1953,95
